Metric,Min_s,Max_s,Avg_s,Count
ConnectionSetup,0.13476181030273438,11.054535150527954,5.594648480415344,2
Subscription,0.004042387008666992,0.014077186584472656,0.009059786796569824,2
PingRTT,0.001958608627319336,4.0522377490997314,1.2017698938196355,22
PingREQ_Sent,,,,12
PingRESP_Recv,,,,22
