Metric,Min_s,Max_s,Avg_s,Count
ConnectionSetup,0.007204771041870117,56.01601243019104,20.676359335581463,3
Subscription,0.005482196807861328,0.005845069885253906,0.005697806676228841,3
PingRTT,0.0008776187896728516,4.033885717391968,1.1179702407435368,19
PingREQ_Sent,,,,12
PingRESP_Recv,,,,19
