Metric,Min_s,Max_s,Avg_s,Count
ConnectionSetup,0.009119033813476562,61.02434706687927,22.355129321416218,3
Subscription,0.00090789794921875,0.0013203620910644531,0.0011742115020751953,3
PingRTT,0.0011761188507080078,4.042208909988403,1.2274385126013505,19
PingREQ_Sent,,,,12
PingRESP_Recv,,,,19
