Metric,Min_s,Max_s,Avg_s,Count
ConnectionSetup,0.03256726264953613,6.01147723197937,3.022022247314453,2
Subscription,0.001661539077758789,0.001924753189086914,0.0017931461334228516,2
PingRTT,0.0015649795532226562,4.059728622436523,1.4733298366720027,22
PingREQ_Sent,,,,12
PingRESP_Recv,,,,22
