Metric,Min_s,Max_s,Avg_s,Count
ConnectionSetup,0.010169267654418945,36.02682566642761,14.022459665934244,3
Subscription,0.001566171646118164,0.0029230117797851562,0.0023697217305501304,3
PingRTT,0.0013077259063720703,4.026979207992554,1.0138068826575029,19
PingREQ_Sent,,,,12
PingRESP_Recv,,,,19
