Metric,Min_s,Max_s,Avg_s,Count
ConnectionSetup,0.00756382942199707,6.0297839641571045,3.018673896789551,2
Subscription,0.0006136894226074219,0.0009272098541259766,0.0007704496383666992,2
PingRTT,0.0012481212615966797,4.038433313369751,1.284286293116483,22
PingREQ_Sent,,,,12
PingRESP_Recv,,,,22
