Metric,Min_s,Max_s,Avg_s,Count
ConnectionSetup,0.007051706314086914,41.01889657974243,15.685902833938599,3
Subscription,0.0010077953338623047,0.0022187232971191406,0.0015246868133544922,3
PingRTT,0.0010042190551757812,4.0478479862213135,0.8553138783103541,19
PingREQ_Sent,,,,12
PingRESP_Recv,,,,19
